source_row	gene_symbol	source_genetic_defect	disease	inheritance	mechanism	is_dominant	is_recessive	is_x_linked	omim	major_category	subcategory
2		11q23del	Chromosome 11q deletion syndrome (Jacobsen syndrome)	AD		true	false	false	147791	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 3 Thymic Defects with Additional Congenital Anomalies
3		14q32 deletion or mutation	Ig heavy chain mutations and deletions	AR		false	true	false		Table 3 Predominantly Antibody Deficiencies	Subtable 4 Isotype, Light Chain, or Functional Deficiencies with Generally Normal Numbers of B Cells
4	ACD	ACD	DKCA6	AD		true	false	false	616553	Table 9 Bone marrow failure	
5	ACD	ACD	DKCA6	AR		false	true	false	616553	Table 9 Bone marrow failure	
6	ACP5	ACP5	Spondyloenchondro-dysplasia with immune dysregulation (SPENCD)	AR		false	true	false	171640	Table 7 Autoinflammatory Disorders	Subtable 1 Type 1 Interferonopathies
7	ACTB	ACTB	b actin deficiency	AD		true	false	false	102630	Table 5 Congenital defects of phagocyte number or function	Subtable 2 Defects of Motility
8	ADA	ADA	Adenosine deaminase (ADA) deficiency	AR		false	true	false	608958	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 2 T-B- SCID
9	ADA2	ADA2	ADA2 deficiency	AR		false	true	false	607575	Table 7 Autoinflammatory Disorders	Subtable 1 Type 1 Interferonopathies
10	ADAM17	ADAM17	ADAM17 deficiency	AR		false	true	false	614328	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
11	ADAR	ADAR1	ADAR1 deficiency, AGS6	AR		false	true	false	146920	Table 7 Autoinflammatory Disorders	Subtable 1 Type 1 Interferonopathies
12	AICDA	AICDA	AID deficiency	AR		false	true	false	605257	Table 3 Predominantly Antibody Deficiencies	Subtable 3 Severe Reduction in Serum IgG and IgA with Normal/Elevated IgM and Normal Numbers of B cells, Hyper IgM
13	AICDA	AICDA	AID deficiency	AD		true	false	false	605257*	Table 3 Predominantly Antibody Deficiencies	Subtable 3 Severe Reduction in Serum IgG and IgA with Normal/Elevated IgM and Normal Numbers of B cells, Hyper IgM
14	AIRE	AIRE	APECED (APS-1), autoimmune polyendocrinopathy with candidiasis and ectodermal dystrophy	AR		false	true	false	607358	Table 4 Diseases of Immune Dysregulation	Subtable 4 Autoimmunity with or without Lymphoproliferation
15	AIRE	AIRE	APECED (APS-1), autoimmune polyendocrinopathy with candidiasis and ectodermal dystrophy	AD		true	false	false	607358	Table 4 Diseases of Immune Dysregulation	Subtable 4 Autoimmunity with or without Lymphoproliferation
16	AK2	AK2	Reticular dysgenesis	AR		false	true	false	103020	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 2 T-B- SCID
17	ALPK1	ALPK1	Retinal dystrophy, optic nerve oedema, splenomegaly, anhidrosis, and headache (ROSAH)	AD		true	false	false	614979	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
18	ALPI	ALPI	ALPI deficiency	AR		false	true	false	171740	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
19	AP1S3	AP1S3	AP1S3 deficiency	AR		false	true	false	615781	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
20	AP3B1	AP3B1	Hermansky-Pudlak syndrome, type 2	AR		false	true	false	603401	Table 4 Diseases of Immune Dysregulation	Subtable 2 FHL Syndromes with Hypopigmentation
21	AP3D1	AP3D1	Hermansky-Pudlak syndrome, type 10	AR		false	true	false	617050	Table 4 Diseases of Immune Dysregulation	Subtable 2 FHL Syndromes with Hypopigmentation
22	APOL1	APOL1	Trypanosomiasis susceptibility	AD		true	false	false	603743	Table 6 Defects in intrinsic and innate immunity	Subtable 8 Other Inborn Errors of Immunity Related to Non-Hematopoietic Tissues
23	ARHGEF1	ARHGEF1	ARHGEF1 deficiency	AR		false	true	false	618459	Table 3 Predominantly Antibody Deficiencies	Subtable 2 CVID Phenotype
24	ARPC1B	ARPC1B	ARPC1B deficiency	AR		false	true	false	604223	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 1 Immunodeficiency with Congenital Thrombocytopenia
25	ARPC5	ARPC5	ARPC5 deficiency	AR		false	true	false	620565	Table 4 Diseases of Immune Dysregulation	Subtable 4 Autoimmunity with or without Lymphoproliferation
26	ATAD3A	ATAD3A	ATAD3A deficiency	AD		true	false	false		Table 7 Autoinflammatory Disorders	Subtable 1 Type 1 Interferonopathies
27	ATAD3A	ATAD3A	ATAD3A deficiency	AR		false	true	false		Table 7 Autoinflammatory Disorders	Subtable 1 Type 1 Interferonopathies
28	ATG4A	ATG4A	ATG4A	AD		true	false	false		Table 6 Defects in intrinsic and innate immunity	Subtable 4 Herpes Simplex Encephalitis (HSE)
29	ATM	ATM	Ataxia-telangiectasia	AR		false	true	false	607585	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 2 DNA Repair Defects other than those listed in Table 1
30	ATP6AP1	ATP6AP1	ATP6AP1 deficiency	XL		false	false	true	300197	Table 3 Predominantly Antibody Deficiencies	Subtable 2 CVID Phenotype
31	B2M	B2M	MHC class I deficiency	AR		false	true	false	109700	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
32	BACH2	BACH2	BACH2 deficiency	AD		true	false	false	605394	Table 4 Diseases of Immune Dysregulation	Subtable 3 Regulatory T Cell Defects
33	BCL10	BCL10	BCL10 deficiency	AR		false	true	false	616098	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
34	BCL11B	BCL11B	BCL11B deficiency	AD		true	false	false	617237	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 9 Other Combined immunodeficiencies wwith syndromic features
35	BLM	BLM	Bloom Syndrome	AR		false	true	false	604610	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 2 DNA Repair Defects other than those listed in Table 1
36	BLNK	BLNK	BLNK deficiency	AR		false	true	false	604515	Table 3 Predominantly Antibody Deficiencies	Subtable 1 Agammaglobulinemia
37	BRCA1	BRCA1	Fanconi Anemia Type S	AR		false	true	false	617883	Table 9 Bone marrow failure	
38	BRCA2	BRCA2	Fanconi Anemia Type D1	AR		false	true	false	605724	Table 9 Bone marrow failure	
39	BRIP1	BRIP1	Fanconi Anemia Type J	AR		false	true	false	609054	Table 9 Bone marrow failure	
40	BTK	BTK	BTK deficiency, X-linked agammaglobulinemia (XLA)	XL		false	false	true	300300	Table 3 Predominantly Antibody Deficiencies	Subtable 1 Agammaglobulinemia
41	C1QA	C1QA	C1q deficiency due to defects in C1QA	AR		false	true	false	120550	Table 8 Complement Deficiencies	
42	C1QB	C1QB	C1q deficiency due to defects in C1QB	AR		false	true	false	120570	Table 8 Complement Deficiencies	
43	C1QC	C1QC	C1q deficiency due to defects in C1QC	AR		false	true	false	120575	Table 8 Complement Deficiencies	
44	C1R	C1R	C1r deficiency	AR		false	true	false	613785	Table 8 Complement Deficiencies	
45	C1R	C1R	C1r Periodontal Ehlers Danlos	AD	GOF	true	false	false	613785	Table 8 Complement Deficiencies	
46	C1S	C1S	C1s deficiency	AR		false	true	false	120580	Table 8 Complement Deficiencies	
47	C1S	C1S	C1s Periodontal Ehlers Danlos	AD	GOF	true	false	false	613785	Table 8 Complement Deficiencies	
48	C2	C2	C2 deficiency	AR		false	true	false	217000	Table 8 Complement Deficiencies	
49	C2ORF69	C2orf69	C2orf69 deficiency	AR		false	true	false		Table 7 Autoinflammatory Disorders	Subtable 1 Type 1 Interferonopathies
50	C3	C3	C3 deficiency (LOF)	AR		false	true	false	120700	Table 8 Complement Deficiencies	
51	C3	C3	C3 GOF	AD	GOF	true	false	false	120700	Table 8 Complement Deficiencies	
52	C4A	C4A+C4B	Complete C4 deficiency	AR		false	true	false	120810	Table 8 Complement Deficiencies	
52	C4B	C4A+C4B	Complete C4 deficiency	AR		false	true	false	120810	Table 8 Complement Deficiencies	
53	C5	C5	C5 deficiency	AR		false	true	false	120900	Table 8 Complement Deficiencies	
54	C6	C6	C6 deficiency	AR		false	true	false	217050	Table 8 Complement Deficiencies	
55	C7	C7	C7 deficiency	AR		false	true	false	217070	Table 8 Complement Deficiencies	
56	C8A	C8A	C8a deficiency	AR		false	true	false	120950	Table 8 Complement Deficiencies	
57	C8B	C8B	C8bdeficiency	AR		false	true	false	120960	Table 8 Complement Deficiencies	
58	C8G	C8G	C8g deficiency	AR		false	true	false	120930	Table 8 Complement Deficiencies	
59	C9	C9	C9 deficiency	AR		false	true	false	120940	Table 8 Complement Deficiencies	
60	CARD11	CARD11	CARD11 DN LOF	AD	DN	true	false	false	607210	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 5 Hyper IgE Syndromes (HIES)
61	CARD11	CARD11	CARD11 GOF	AD	GOF	true	false	false	607210	Table 3 Predominantly Antibody Deficiencies	Subtable 4 Isotype, Light Chain, or Functional Deficiencies with Generally Normal Numbers of B Cells
62	CARD11	CARD11	CARD11 deficiency (LOF)	AR		false	true	false	615206	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
63	CARD14	CARD14	CAMPS (CARD14 mediated psoriasis)	AD		true	false	false	602723	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
64	CARD9	CARD9	CARD9 deficiency	AR		false	true	false	607212	Table 6 Defects in intrinsic and innate immunity	Subtable 5 Predisposition to invasive fungal infections
65	CARMIL2	CARMIL2	RLTPR (CARMIL2) deficiency	AR		false	true	false	610859	Table 4 Diseases of Immune Dysregulation	Subtable 7 Susceptibility to EBV and Lymphoproliferative Conditions
66	CASP10	CASP10	ALPS-Caspase10	AD		true	false	false	601762	Table 4 Diseases of Immune Dysregulation	Subtable 6 Autoimmune Lymphoproliferative Syndrome (ALPS, Canale Smith syndrome)
67	CASP8	CASP8	ALPS-Caspase 8	AR		false	true	false	601763	Table 4 Diseases of Immune Dysregulation	Subtable 6 Autoimmune Lymphoproliferative Syndrome (ALPS, Canale Smith syndrome)
68	CBLB	CBLB	CBLB deficiency	AR		false	true	false	620430	Table 4 Diseases of Immune Dysregulation	Subtable 4 Autoimmunity with or without Lymphoproliferation
69	CCBE1	CCBE1	Hennekam-lymphangiectasia-lymphedema syndrome due to CCBE1 deficiency	AR		false	true	false	612753	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 9 Other Combined immunodeficiencies wwith syndromic features
70	CCR2	CCR2	CCR2 deficiency	AR		false	true	false		Table 5 Congenital defects of phagocyte number or function	Subtable 2 Defects of Motility
71	CD19	CD19	CD19 deficiency	AR		false	true	false	107265	Table 3 Predominantly Antibody Deficiencies	Subtable 2 CVID Phenotype
72	MS4A1	CD20	CD20 deficiency	AR		false	true	false	112210	Table 3 Predominantly Antibody Deficiencies	Subtable 2 CVID Phenotype
73	CR2	CD21	CD21 deficiency	AR		false	true	false	120650	Table 3 Predominantly Antibody Deficiencies	Subtable 2 CVID Phenotype
74	CD247	CD247	CD3z deficiency	AR		false	true	false	186780	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 1 T-B+ SCID
75	CD27	CD27	CD27 deficiency	AR		false	true	false	615122	Table 4 Diseases of Immune Dysregulation	Subtable 7 Susceptibility to EBV and Lymphoproliferative Conditions
76	CD274	CD274	PD-L1 deficiency	AR		false	true	false		Table 4 Diseases of Immune Dysregulation	Subtable 4 Autoimmunity with or without Lymphoproliferation
77	CD28	CD28	CD28 deficiency	AR		false	true	false		Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 9 Other Combined immunodeficiencies wwith syndromic features
78	CD3D	CD3D	CD3d deficiency	AR		false	true	false	186790	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 1 T-B+ SCID
79	CD3E	CD3E	CD3e deficiency	AR		false	true	false	186830	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 1 T-B+ SCID
80	CD3G	CD3G	CD3g deficiency	AR		false	true	false	186740	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
81	CD40	CD40 (TNFRSF5)	CD40 deficiency	AR		false	true	false	109535	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
82	CD40LG	CD40LG (TNFSF5)	CD40 ligand deficiency (CD154)	XL		false	false	true	300386	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
83	CD46	CD46	Membrane Cofactor Protein (CD46) deficiency	AD		true	false	false	120920	Table 8 Complement Deficiencies	
84	CD46	CD46	Membrane Cofactor Protein (CD46) deficiency	AR		false	true	false	120920	Table 8 Complement Deficiencies	
85	CD55	CD55	CD55 deficiency (CHAPEL disease)	AR		false	true	false	125240	Table 8 Complement Deficiencies	
86	CD59	CD59	Membrane Attack Complex Inhibitor (CD59) deficiency	AR		false	true	false	107271	Table 8 Complement Deficiencies	
87	CD70	CD70	CD70 deficiency	AR		false	true	false	602840	Table 4 Diseases of Immune Dysregulation	Subtable 7 Susceptibility to EBV and Lymphoproliferative Conditions
88	CD79A	CD79A	Iga deficiency	AR		false	true	false	112205	Table 3 Predominantly Antibody Deficiencies	Subtable 1 Agammaglobulinemia
89	CD79B	CD79B	Igb deficiency	AR		false	true	false	147245	Table 3 Predominantly Antibody Deficiencies	Subtable 1 Agammaglobulinemia
90	CD81	CD81	CD81 deficiency	AR		false	true	false	186845	Table 3 Predominantly Antibody Deficiencies	Subtable 2 CVID Phenotype
91	CD8A	CD8A	CD8 deficiency	AR		false	true	false	186910	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
92	CDC42	CDC42	CDC42 defects	AD		true	false	false		Table 7 Autoinflammatory Disorders	Subtable 1 Type 1 Interferonopathies
93	CDCA7	CDCA7	Immunodeficiency with centromeric instability and facial anomalies, ICF3	AR		false	true	false	609937	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 2 DNA Repair Defects other than those listed in Table 1
94	CEBPE	CEBPE	Specific granule deficiency	AR	GOF	false	true	false	189965	Table 5 Congenital defects of phagocyte number or function	Subtable 1 Congenital Neutropenias
95	CEBPE	CEBPE	CEBPE defects	AR		false	true	false	245480	Table 5 Congenital defects of phagocyte number or function	Subtable 2 Defects of Motility
96	CFB	CFB	Factor B GOF	AD	GOF	true	false	false	138470	Table 8 Complement Deficiencies	
97	CFB	CFB	Factor B LOF	AR		false	true	false	138470	Table 8 Complement Deficiencies	
98	CFD	CFD	Factor D deficiency	AR		false	true	false	134350	Table 8 Complement Deficiencies	
99	CFH	CFH	Factor H deficiency	AR		false	true	false	134370	Table 8 Complement Deficiencies	
100	CFH	CFH	Factor H deficiency	AD		true	false	false	134370	Table 8 Complement Deficiencies	
101	CFHR1	CFHR1 CFHR2. CFHR3 CFHR4 CFHR5	Factor H –related protein deficiencies	AR		false	true	false	134371, 600889, 605336, 605337, 608593	Table 8 Complement Deficiencies	
101	CFHR2	CFHR1 CFHR2. CFHR3 CFHR4 CFHR5	Factor H –related protein deficiencies	AR		false	true	false	134371, 600889, 605336, 605337, 608593	Table 8 Complement Deficiencies	
101	CFHR3	CFHR1 CFHR2. CFHR3 CFHR4 CFHR5	Factor H –related protein deficiencies	AR		false	true	false	134371, 600889, 605336, 605337, 608593	Table 8 Complement Deficiencies	
101	CFHR4	CFHR1 CFHR2. CFHR3 CFHR4 CFHR5	Factor H –related protein deficiencies	AR		false	true	false	134371, 600889, 605336, 605337, 608593	Table 8 Complement Deficiencies	
101	CFHR5	CFHR1 CFHR2. CFHR3 CFHR4 CFHR5	Factor H –related protein deficiencies	AR		false	true	false	134371, 600889, 605336, 605337, 608593	Table 8 Complement Deficiencies	
102	CFHR1	CFHR1 CFHR2. CFHR3 CFHR4 CFHR5	Factor H –related protein deficiencies	AD		true	false	false	134371, 600889, 605336, 605337, 608593	Table 8 Complement Deficiencies	
102	CFHR2	CFHR1 CFHR2. CFHR3 CFHR4 CFHR5	Factor H –related protein deficiencies	AD		true	false	false	134371, 600889, 605336, 605337, 608593	Table 8 Complement Deficiencies	
102	CFHR3	CFHR1 CFHR2. CFHR3 CFHR4 CFHR5	Factor H –related protein deficiencies	AD		true	false	false	134371, 600889, 605336, 605337, 608593	Table 8 Complement Deficiencies	
102	CFHR4	CFHR1 CFHR2. CFHR3 CFHR4 CFHR5	Factor H –related protein deficiencies	AD		true	false	false	134371, 600889, 605336, 605337, 608593	Table 8 Complement Deficiencies	
102	CFHR5	CFHR1 CFHR2. CFHR3 CFHR4 CFHR5	Factor H –related protein deficiencies	AD		true	false	false	134371, 600889, 605336, 605337, 608593	Table 8 Complement Deficiencies	
103	CFI	CFI	Factor I deficiency	AD		true	false	false	217030	Table 8 Complement Deficiencies	
104	CFI	CFI	Factor I deficiency	AR		false	true	false	217030	Table 8 Complement Deficiencies	
105	CFP	CFP	Properdin deficiency	XL		false	false	true	300383	Table 8 Complement Deficiencies	
106	CFTR	CFTR	Cystic fibrosis	AR		false	true	false	602421	Table 5 Congenital defects of phagocyte number or function	Subtable 2 Defects of Motility
107	CHD7	CHD7	CHARGE syndrome due to CHD7 deficiency	AD		true	false	false	608892	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 3 Thymic Defects with Additional Congenital Anomalies
108	CHUK	CHUK	CHUK deficiency	AR		false	true	false		Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
109	CIB1	CIB1	CIB1 deficiency	AR		false	true	false	618267	Table 6 Defects in intrinsic and innate immunity	Subtable 2 Epidermodysplasia verruciformis (HPV)
110	CIITA	CIITA	MHC class II deficiency group A	AR		false	true	false	600005	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
111	CLCN7	CLCN7	CLCN7 deficiency associated osteopetrosis	AR		false	true	false	602727	Table 6 Defects in intrinsic and innate immunity	Subtable 8 Other Inborn Errors of Immunity Related to Non-Hematopoietic Tissues
112	CLCN7	CLCN7	CLCN7 deficiency associated osteopetrosis	AD		true	false	false	602727	Table 6 Defects in intrinsic and innate immunity	Subtable 8 Other Inborn Errors of Immunity Related to Non-Hematopoietic Tissues
113	CLPB	CLPB	3-Methylglutaconic aciduria	AR		false	true	false	616254	Table 5 Congenital defects of phagocyte number or function	Subtable 1 Congenital Neutropenias
114	CLPB	CLPB	3-Methylglutaconic aciduria	AD		true	false	false	616254	Table 5 Congenital defects of phagocyte number or function	Subtable 1 Congenital Neutropenias
115	COPA	COPA	COPA defect	AD		true	false	false	6011924	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
116	COPG1	COPG1	COPG1 deficiency	AR		false	true	false		Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
117	CORO1A	CORO1A	Coronin-1A deficiency	AR		false	true	false	605000	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 1 T-B+ SCID
118	CRACR2A	CRACR2A	CRACR2A deficiency	AR		false	true	false		Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 8 Calcium Channel Defects
119	CSF2RA	CSF2RA	Congenital pulmonary alveolar proteinosis due to CSF2RA mutations	XL		false	false	true	300770	Table 5 Congenital defects of phagocyte number or function	Subtable 4 Other Non-Lymphoid Defects
120	CSF2RB	CSF2RB	Congenital pulmonary alveolar proteinosis due to CSF2RB mutations	AR		false	true	false	614370	Table 5 Congenital defects of phagocyte number or function	Subtable 4 Other Non-Lymphoid Defects
121	CSF3R	CSF3R	G-CSF receptor deficiency	AR		false	true	false	138971	Table 5 Congenital defects of phagocyte number or function	Subtable 1 Congenital Neutropenias
122	CTC1	CTC1	Coats plus syndrome due to CTC1 deficiency	AR		false	true	false	613129	Table 9 Bone marrow failure	
123	CTLA4	CTLA4	CTLA4 deficiency (ALPSV)	AD		true	false	false	123890	Table 4 Diseases of Immune Dysregulation	Subtable 3 Regulatory T Cell Defects
124	CTNNBL1	CTNNBL1	CTNNBL1 deficiency	AR		false	true	false		Table 3 Predominantly Antibody Deficiencies	Subtable 3 Severe Reduction in Serum IgG and IgA with Normal/Elevated IgM and Normal Numbers of B cells, Hyper IgM
125	CTPS1	CTPS1	CTPS1 deficiency	AR		false	true	false	615897	Table 4 Diseases of Immune Dysregulation	Subtable 7 Susceptibility to EBV and Lymphoproliferative Conditions
126	CTSC	CTSC	Papillon-Lefèvre Syndrome	AR		false	true	false	602365	Table 5 Congenital defects of phagocyte number or function	Subtable 2 Defects of Motility
127	CXCR2	CXCR2	CXCR2 deficiency	AR		false	true	false		Table 5 Congenital defects of phagocyte number or function	Subtable 1 Congenital Neutropenias
128	CXCR4	CXCR4	WHIM (Warts, Hypogammaglobulinemia, infections, Myelokathexis) syndrome	AD	GOF	true	false	false	162643	Table 6 Defects in intrinsic and innate immunity	Subtable 2 Epidermodysplasia verruciformis (HPV)
129	CYBA	CYBA	Autosomal recessive CGD p22phox	AR		false	true	false	608508	Table 5 Congenital defects of phagocyte number or function	Subtable 3 Defects of Respiratory Burst
130	CYBB	CYBB	X-linked chronic granulomatous disease (CGD), gp91phox	XL		false	false	true	300481	Table 5 Congenital defects of phagocyte number or function	Subtable 3 Defects of Respiratory Burst
131	CYBB	CYBB	Macrophage gp91 phox deficiency	XL		false	false	true	300481	Table 6 Defects in intrinsic and innate immunity	Subtable 1 Mendelian Susceptibility to mycobacterial disease (MSMD)
132	CYBC1	CYBC1	Autosomal recessive CGD EROS	AR		false	true	false	618334	Table 5 Congenital defects of phagocyte number or function	Subtable 3 Defects of Respiratory Burst
133	DBF4	DBF4	DBF4 deficiency	AR		false	true	false		Table 5 Congenital defects of phagocyte number or function	Subtable 1 Congenital Neutropenias
134	DBR1	DBR1	DBR1 deficiency	AR		false	true	false		Table 6 Defects in intrinsic and innate immunity	Subtable 4 Herpes Simplex Encephalitis (HSE)
135	DCLRE1B	DCLRE1B	DKC DCLRE1B	AR		false	true	false		Table 9 Bone marrow failure	Subtable 1 Bone marrow failure
136	DCLRE1C	DCLRE1C	DCLRE1C (Artemis) deficiency	AR		false	true	false	605988	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 2 T-B- SCID
137	DEF6	DEF6	DEF6 deficiency	AR		false	true	false	610094	Table 4 Diseases of Immune Dysregulation	Subtable 3 Regulatory T Cell Defects
138		Del10p13-p14	Chromosome 10p13-p14 deletion Syndrome (10p13-p14DS)	AD		true	false	false	601362	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 3 Thymic Defects with Additional Congenital Anomalies
139	DIAPH1	DIAPH1	DIAPH1 deficiency	AR		false	true	false		Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 9 Other Combined immunodeficiencies wwith syndromic features
140	DKC1	DKC1	DKCX1	XL		false	false	true	305000	Table 9 Bone marrow failure	
141	DNAJC21	DNAJC21	Schwachman Diamond syndrome due to DNAJC21 deficiency	AR		false	true	false	617048	Table 5 Congenital defects of phagocyte number or function	Subtable 1 Congenital Neutropenias
142	DNASE1L3	DNASE1L3	DNASE1L3 deficiency	AR		false	true	false	602244	Table 7 Autoinflammatory Disorders	Subtable 1 Type 1 Interferonopathies
143	DNASE2	DNASE2	DNASE2 deficiency	AR		false	true	false	126350	Table 7 Autoinflammatory Disorders	Subtable 1 Type 1 Interferonopathies
144	DNMT3B	DNMT3B	Immunodeficiency with centromeric instability and facial anomalies, ICF1	AR		false	true	false	602900	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 2 DNA Repair Defects other than those listed in Table 1
145	DOCK11	DOCK11	DOCK11 deficiency	XL		false	false	true	301109	Table 4 Diseases of Immune Dysregulation	Subtable 5 Immune Dysregulation with Colitis
146	DOCK2	DOCK2	DOCK2 deficiency	AR		false	true	false	603122	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
147	DOCK8	DOCK8	DOCK8 deficiency	AR		false	true	false	243700	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
148	DPP9	DPP9	DPP9 deficiency	AR		false	true	false	620331	Table 4 Diseases of Immune Dysregulation	Subtable 1 Familial Hemophagocytic Lymphohistiocytosis (FHL syndromes)
149	DUT	DUT	DUT deficiency	AR		false	true	false		Table 9 Bone marrow failure	Subtable 1 Bone marrow failure
150	EFL1	EFL1	Schwachman Diamond syndrome due to EFL1 deficiency	AR		false	true	false	617941	Table 5 Congenital defects of phagocyte number or function	Subtable 1 Congenital Neutropenias
151	ELANE	ELANE	Elastase deficiency (SCN1)	AD		true	false	false	130130	Table 5 Congenital defects of phagocyte number or function	Subtable 1 Congenital Neutropenias
152	ELF4	ELF4	ELF deficiency	XL		false	false	true		Table 4 Diseases of Immune Dysregulation	Subtable 5 Immune Dysregulation with Colitis
153	EPG5	EPG5	Vici syndrome due to EPG5 deficiency	AR		false	true	false	615068	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 9 Other Combined immunodeficiencies wwith syndromic features
154	ERBIN	ERBIN	ERBIN deficiency	AD		true	false	false	606944	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 5 Hyper IgE Syndromes (HIES)
155	ERCC4	ERCC4	Fanconi Anemia Type Q	AR		false	true	false	615272	Table 9 Bone marrow failure	
156	ERCC6L2	ERCC6L2	BMFS2 (Hebo deficiency)	AR		false	true	false	615667	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 9 Other Defects
157	ERN1	ERN1	IRE1a deficiency	AD		true	false	false		Table 4 Diseases of Immune Dysregulation	Subtable 4 Autoimmunity with or without Lymphoproliferation
158	EXTL3	EXTL3	Immunoskeletal dysplasia with neurodevelopmental abnormalities (EXTL3 Deficiency)	AR		false	true	false	617425	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 4 Immuno-osseous Dysplasias
159	FAAP24	FAAP24	FAAP24 deficiency	AR		false	true	false	610884	Table 4 Diseases of Immune Dysregulation	Subtable 1 Familial Hemophagocytic Lymphohistiocytosis (FHL syndromes)
160	FADD	FADD	FADD deficiency	AR		false	true	false	602457	Table 4 Diseases of Immune Dysregulation	Subtable 6 Autoimmune Lymphoproliferative Syndrome (ALPS, Canale Smith syndrome)
161	FANCA	FANCA	Fanconi Anemia Type A	AR		false	true	false	227650	Table 9 Bone marrow failure	
162	FANCB	FANCB	Fanconi Anemia Type B	XL		false	false	true	300514	Table 9 Bone marrow failure	
163	FANCC	FANCC	Fanconi Anemia Type C	AR		false	true	false	227645	Table 9 Bone marrow failure	
164	FANCD2	FANCD2	Fanconi Anemia Type D2	AR		false	true	false	227646	Table 9 Bone marrow failure	
165	FANCE	FANCE	Fanconi Anemia Type E	AR		false	true	false	600901	Table 9 Bone marrow failure	
166	FANCF	FANCF	Fanconi Anemia Type F	AR		false	true	false	603467	Table 9 Bone marrow failure	
167	FANCI	FANCI	Fanconi Anemia Type I	AR		false	true	false	609053	Table 9 Bone marrow failure	
168	FANCL	FANCL	Fanconi Anemia Type L	AR		false	true	false	614083	Table 9 Bone marrow failure	
169	FANCM	FANCM	Fanconi Anemia Type M	AR		false	true	false	618096	Table 9 Bone marrow failure	
